Query	UserId	Lenth	templateId	templateText
Какие коммерческие организации должны пройти обязательный аудит по итогам 23 года , какие критерии	3667766	14	538265	В 2023 году к критериям по обязательному аудиту, которые действовали вплоть до конца 2022 года, добавились случаи, когда необходимо проходить обязательный аудит. Подробнее смотрите https://vip.1gl.ru/#/document/86/607169/actual/
Скажите пожалуйста, по каким реквизитам перечислять взносы на травматизм по Мо, г. Истра.	745653	13	0	
Добрый день! Подскажите, до какой предельной суммы начисления применяются вычеты НДФЛ за ребенка?	1713901	13	0	
Может ли компания принять расходы по текущему ремонту арендованного автомобиля в налоговом учете	12843887	13	496664	В рамках договора аренды арендатор может проводить текущий и капитальный ремонт. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/129003/actual/
как отразить беспроцентный займ от организации в другую организацию в бу и ну?	12717601	13	0	
Добрый день. Уточните условия прощения долга ООО физическому лицу (сотруднику и не сотруднику)	100202	13	0	
добрый день, вопрос следующий , все ли детские товары попадают под ндс 10%	5863340	13	528896	При реализации на внутреннем рынке и при ввозе (импорте) ряда товаров применяют ставку НДС 10 процентов. Далее см. https://vip.1gl.ru/#/document/86/594021/actual/
Добрый день! УСН доходы , какая налоговая ставка для ИП в Элисте ?	20235820	13	0	
Может ли директор дать ООО беспроцентный займ наличными средствами? Как это правильно оформить?	768024	13	0	
Добрый день, какой код ставится в статусе плательщика при оплате взносов на травматизм	3498999	13	0	
Добрый день! Подскажите, пожалуйста, как перенести остатки при реорганизации фирмы в виде присоединения?	18104437	13	0	
Добрый день! Какой период с момента открытия организации директор может работать без зарплаты?	18651254	13	0	
Добрый день! Как можно сдать декларации по УСН или ЕСХН при закрытии ИП?	5235588	13	0	
Добрый день. Подскажите порядок удержания штрафов ГБДД с сотрудников, нарушений на служебной машине.	18969385	13	0	
Здравствуйте, как платить аванс если сотрудник был в отпуске в первой половине месяца?	6318566	13	500889	Выплатите сотруднику зарплату за первую половину за отработанное время. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/12/453414/actual/
Добрый день, может ли работодатель возместить сотруднику оплату за абонемент в фитнесс зал?	9647800	13	498599	Компенсацию расходов сотрудников на занятия спортом в клубах или секциях не учитывайте при расчете налога на прибыль. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/537327/actual/
добрый день вопрос кто и как проводит проверку на обесценение запасов и ОС	17421440	13	547157	Проверку запасов на обесценение проведите на основании приказа руководителя и оформите бухгалтерской справкой-расчетом или актом. Читайте подробнее https://vip.1gl.ru/#/document/86/622347/actual/
Добрый день! как можно получить закрывающие документы? в конце срока подписки или ежемесячно?	20338422	13	524009	Перечень закрывающих документов зависит от самой сделки. Читайте подробнее https://vip.1gl.ru/#/document/86/586204/actual/
Доброе утро. Как пересдать корректирующий отчёт по рсв. Был указан не правильный снилс	471463	13	531935	Уточненный РСВ сдавайте по той же форме, что и первичный. Далее см. https://vip.1gl.ru/#/document/16/136398/actual/
Здравствуйте! Нужно ли подтверждать ежегодно вычеты на детей, обучающиеся в высшем учебном заведении?	287977	13	0	
проводки у лизингополучателя, когда по соглашению с лизингодателем передает имущество в другую организацию	6424928	13	0	
Добрый день! Можно подробные формулы и пояснения как руками рассчитать налог на прибыль?	953442	13	0	
Вопрос. Платеж по системе СБП физическому лицу. Нужно ли пробивать чек по онлайн-кассе?	4264533	13	0	
добрый день . нужен образец ходатайство о продлении патента иностранного гражданина образец 2023	2052020	13	527071	Для переоформления патента безвизовый иностранец представляет ходатайство лично или через специализированную организацию в территориальный орган Главного управления по вопросам миграции МВД в составе пакета прочих документов.Документы представляют максимум за 10 рабочих дней до того, как истечет срок первого патента. Подробнее смотрите https://vip.1gl.ru/#/document/118/122835/actual/
Добрый день! подскажите пожалуйста КБК по страховым взносам на травматизм в 2023 г	72705	13	537410	Взносы на травматизм в 2023 году перечисляют в Социальный фонд и используют новый КБК — 79710212000061000160. Далее читайте https://vip.1gl.ru/#/document/86/605759/actual/
Вопрос: проводили спецоценку рабочих мест в 2018г., через какое время необходимо проводить заново?	289033	13	0	
"добрый день!
Скажите нужно ли подавать уведомление по фиксированным страховым взносам за 2023 год"	6818512	13	111100001	Рады приветствовать Вас на нашем сайте!
Добрый день! Компания для сотрудников приобрела абонементы фитнесс клуб, как учесть их ?	3318881	13	498596	Возмещать сотрудникам затраты на занятия спортом в клубах и секциях можно в качестве одного из мероприятий по улучшению охраны и условий труда. Далее см. https://vip.1gl.ru/#/document/16/129342/actual/
Добрый день. Вопрос по учёту шин ТС в организации. Прошу подсказать документальное оформление.	18969385	13	0	
У упрощенца есть покупки и реализация с ндс.Декларацию заполнять? Книги регистрировать? НДС платить?	5970815	13	0	
При каких условиях мы может принять счёт-фактуру на аванс от поставщика к учёту?	18740308	13	0	
Добрый день! Подскажите пожалуйста нужно в справке о стоимости ущерба включать НДС? Спасибо!	1892653	13	0	
Добрый день! Автомобиль в лизинге. Расходы на содержание автомобиля уменьшают налог на прибыль?	9356784	13	0	
Добрый день , какой отчет надо сдавать в военкоматы , если мы ООО	8708357	13	100000102	Вот ссылка по вашему вопросу https://links.action-media.ru/nYTv
Добрый вечер! Подскажите проводки по начислению недоимки по итогам выездной проверки по НДС.	13231787	13	0	
Здравствуйте! Принимаются ли расходы на страхование ОСАГО транспортного средства (экскаватора) при УСН доходы-расходы?	8243619	13	0	
Есть ли предельная сумма отчислений в резерв на оплату отпусков в налоговом учете	1619525	13	0	
Здравствуйте! А есть образец согласия на обработку персональных данных при приеме на работу?	270766	13	559494	Если вы собираетесь обрабатывать персональные данные сотрудника, возьмите у него письменное согласие. Подробнее в материале https://vip.1gl.ru/#/document/86/645090/actual/
Добрый день! Как подать корректировку в уведомлении, если изменилась сумма налога ( уменьшилась)	7997305	13	0	
Можно ли включить транспортные расходы по доставке основного средства в расходы текущего периода,	7741197	13	478674	Учет транспортных расходов зависит от нескольких факторов. Подробнее смотрите https://vip.1gl.ru/#/document/16/121357/actual/
Добрый день. Физлицо принято по договору ГПХ. Нужно ли на него сдавать ЕФС-1?	19108763	13	0	
Здравствуйте! Мы передаем часть офиса в субаренду. Как нам провести в бухгалтерском учете?	835572	13	542972	В сублизинг (субаренду) можно сдать имущество в рамках основного договора аренды как с выкупом, так и без. Далее читайте https://vip.1gl.ru/#/document/86/615142/actual/
как ИП получить выплату на ребенка до 1,5 лет?у ИП же нет 2ндфл?	811234	13	0	
Какой срок для подачи уточненных налоговых деклараций (к доначислению НДС) по исправлению ошибок?	5463825	13	0	
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	3523201	12	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/
Добрый день, можем ли мы принять на работу работника без военного билета?	181529	12	550964	Если соискатель не предъявил при приеме на работу документы воинского учета, в частности, военный билет, то это не будет основанием для отказа в трудоустройстве. Далее см. https://vip.1gl.ru/#/document/12/481992/actual/
"День добрый.
Подскажите, как можно восстановить трудовую книжку сотрудника, если она была утерена?"	3639026	12	111100001	Рады приветствовать Вас на нашем сайте!
Добрый день, нужна форма: справка работнику о доходах за последние 3 месяца.	3656555	12	0	
Добрый день, помогите найти решение единственного учредителя об утверждении окончательного ликвидационного баланса	16210087	12	0	
Добрый день. Подскажите, что нужно сдавать в военкомат какие уведомления или отчеты?	14998762	12	100000102	Вот ссылка по вашему вопросу https://links.action-media.ru/nYTv
как расчитать авансовый платеж по транспортному налогу в 2023 по г Москве	1821819	12	509071	Если отчетные периоды установлены региональным законом, то в течение года организация должна рассчитывать авансовые платежи. Подробнее см. https://vip.1gl.ru/#/document/86/561213/actual/
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	18794627	12	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/
"Добрый день!
Можно ли принять расходы на корпоратив если организация на ОСНО ?"	11389334	12	111100001	Рады приветствовать Вас на нашем сайте!
Здравствуйте. Нужно ли подавать нулевые персонифицированные сведения, если у компании нет сотрудников?	4524827	12	0	
Добрый день. Подскажите пожалуйста в транспортных накладных нужны печати организации или нет?	17808054	12	476444	Печать на транспортной накладной необязательна. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/496947/actual/
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	391541	12	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/
Добрый день. Может ли быть физ лицо одновременно и самозанятым и ИП?	11771574	12	0	
Беспроцентный займ от физлица не учредителя. Будет ли у ООО внереализационный доход?	4657767	12	0	
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	8093426	12	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	112239	12	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/
Здравствуйте! Подскажите, пожалуйста, момент начисления НДФЛ и страховых взносов по договорам ГПХ.	9605506	12	0	
Добрый день. Подскажите пруд в сельском хозяйстве к какой амортизационной группе относится?	4241010	12	0	
добрый день. какие отчеты и сроки по воинскому учету надо сдавать отчеты	2977952	12	0	
Добрый день, какоц код по ОКЗ будет по должности инженер по проекту?	3521276	12	0	
Добрый день. Как отразить в 1 с комиссию за выдачу банковской гарантии	3118006	12	0	
Подается ли косвенная декларация по импортным поставкам в СЭЗ, ставка НДС 0%	15504160	12	0	
Добрый день! Подскажите, пожалуйста, как оформить платежное поручение по задолженности по алиментам?	2703726	12	0	
Добрый день! Пришлите пожалуйста образец приказа о назначении ответственного за пожарную безопасность	13219981	12	0	
"Добрый день!
как подтвердить что компания на усн если утеренно уведомление о переходе"	13330734	12	111100001	Рады приветствовать Вас на нашем сайте!
Добрый день. Какой срок перечисления НДФЛ по договору аренды в 2023 году?	20500852	12	0	
Как заполнить транспортный раздел 1-т, если организация своим транспортом осуществляет доставку покупателю	803058	12	0	
Здравствуйте! На что можно тратить денежные средства со специального счета по гособоронзаказу?	2284289	12	0	
Здравствуйте! какие документы должен предоставить самозанятый компании компании ,которой он оказывал услуги?	3552824	12	0	
добрый день. У вас можно найти ставки рефинасирования цб за 2021 год?	7025946	12	0	
Добрый день! Может ли ООО выдать беспроцентный займ сотруднику на приобретение жилья	12427275	12	0	
добрый день! Квартира в жилом монолитном доме. к какой группе амортизационной относится	7016075	12	0	
Добрый день. Как оформить КЭП для работы в ЕГАИС на сотрудника организации?	10877493	12	0	
доброе утро! счет-оферта на услуги, бланк и образец заполнения, пришлите пожалуйста, спасибо	3393977	12	0	
Добрый день . Можно ли выплатить пособие на погребение через зарплатный проект?	2904902	12	557581	Чтобы возместить расходы на пособие на погребение, страхователь представляет заявление и оригинал справки о смерти. Далее см. https://vip.1gl.ru/#/document/86/641414/actual/
Добрый день!подскажите учет ,проводки по лизингу у лизингодателя и лизингополучателя,БУ и НУ.Спасибо	417085	12	0	
у организации на балансе есть электроштабелёр, должна ли организация платить транспортный налог?	1624538	12	0	
можно ли оказывать материальную помощь раз в квартал в связи с инфляцией	2159104	12	0	
Добрый день. Какие документы запросить у самозанятого для должной осмотрительности юридических лиц?	8636967	12	0	
Добрый день. подскажите как рассчитать компенсацию за неиспользованный отпуск при увольнении. Спасибо	6080984	12	0	
можно ссылку на основании чего компенсация включается в 070 строку персонифицированного отчета?	5248464	12	0	
Пришлите пожалуйста ссылку , как учитывать разъездной характер работы, какие есть нюансы	476100	12	0	
Здравствуйте! Подскажите пожалуйста, какие пени (штрафы) за неполную (половину) уплату страховых взносов?	5281837	12	0	
добрый день. Изменился ли порядок подачи уведомлений по НДФЛ в августе 2023?	2251738	12	0	
Самозанятый работает в организации, он оплатил в организацию, теперь налоговая хочет оштрафовать	20552885	12	0	
Добрый день. Если сотрудник находился два года на больничном. Ему положен отпуск?	15901462	12	0	
Добрый день. Мне нужна информация по учету выкупной стоимости по договору лизинга.	4806548	12	493048	Понятия выкупной стоимости нет ни в МСФО, ни в ФСБУ. Далее см. https://vip.1gl.ru/#/document/86/527350/actual/
что является подтверждением того, что сотрудник едет в командировку по делам организации?	10509198	12	0	
Возврат товара поставщику (Поставщик работает без НДС). Должен ли поставщик оформить КСФ	3659191	12	0	
образец платежного поручения на уплату фиксированного взноса ИП в 2023 году	3133819	11	537442	Общие правила заполнения реквизитов платежки — в рекомендации. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/605800/actual/
День добрый. Подскажите, пожалуйста. Можем мы не проводить больничный лист? Спасибо	322502	11	0	
Как правильно заполнить 6 ндфл , если есть задержка по зарплате	5746265	11	0	
нужно ли издавать приказ об утилизации документов с истекшим сроком хранения?	4808226	11	558973	В комиссию должно входить не менее трех человек. Далее читайте https://vip.1gl.ru/#/document/86/643966/actual/
очередность удержания по исполлистам, алименты 50% и задолженность по кредитам 50%	4449177	11	0	
добрый день, может ли человек одновременно быть и самозанятым и ИП?	16132148	11	100000008	Вот ссылка по вашему вопросу https://links.action-media.ru/n98u
как составить и сдать уведомление по енп с 01 октября 2023	351493	11	0	
Добрый день! Подскажите на какой счет отнести затраты по банковской гарантии	15775781	11	0	
Здравствуйте! Интересует вопрос нужно ли начислять амортизацию на арендованные земельные участки	9525534	11	0	
Добрый день. Может ли ИП оформить себе пособие на рождение ребенка?	3118006	11	0	
как составить и сдать уведомление по енп с 1 октября 2023	18735744	11	0	
платить ли аванс если сотрудник был в отпуске или в командировке	18980417	11	500889	Выплатите сотруднику зарплату за первую половину за отработанное время. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/12/453414/actual/
Добрый день. Кто должен платить авансовые платежи по налогу на прибыль?	4166282	11	507662	Авансовые платежи платят все плательщики налога на прибыль, кроме театров и ряда других бюджетных учреждений. Подробнее в материале https://vip.1gl.ru/#/document/16/131242/actual/
Добрый день! какие выплаты материнского капитала положены за рождение 3 ребенка	2684960	11	539198	Сумму материнского капитала на первого ребенка в размере 586 946,72 руб. увеличат на 188 681,53 руб. при рождении или усыновлении второго ребенка после  1 января 2020 года в семье, где первенец рожден или усыновлен после 1 января 2020 года. Далее читайте https://vip.1gl.ru/#/document/86/609302/actual/
добрый день ,платить ли аванс если сотрудник был в отпуске ?	3361357	11	500889	Выплатите сотруднику зарплату за первую половину за отработанное время. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/12/453414/actual/
Здравствуйте! Вопрос? Как передать спецтехнику учредителю в счет дивидендов. И проводки	13162854	11	0	
подскажите бухучет и налогообложение представительских расходов, есть ли ограничения по сумме	8990967	11	0	
Добрый день! Как получить из налоговой инспекции Уведомление о применении УСН?	410728	11	0	
надо ли уведомлять военкомат о новом сотрудники, какие санкции если да	19093440	11	0	
Добрый день! Прошу вас прислать образец заполнения ЛИСТА Г формы Р13014.Спасибо.	7097160	11	0	
Здравствуйте! Подскажите,как можно списать испорченные от долгого хранения на складе детали?	572801	11	0	
Здравствуйте. скажите пожалуйста, пожет гражданин киргизии оформиться самозанятым в РФ? спасибо!	13502251	11	0	
какова норма расхода дизельного топлива на MERCEDES-BENZ SPRINT мощность двигателя 142,8л,с,	231066	11	0	
День добрый, подскажите пожалуйста, может ли директор-единственный учредитель, работать без зарплаты?	13897330	11	511933	Если директор работает в компании по трудовому договору, ему нужно платить зарплату. Подробнее в материале https://vip.1gl.ru/#/document/86/565908/actual/
Добрый день! материальная помощь на рождение может быть меньше 50 тысяч?	2971077	11	0	
Добрый день!Можно ли выплатить суточные сотруднику после или во время командировки?	19689771	11	0	
могут ли субъекты среднего предпринимательства применять пониженные тарифы по страховым взносам	1619525	11	0	
.добрый день. Просьба прислать образец бланка путевого листа, действующего с 01.09.2023г.	17422717	11	553022	Скачайте образцы заполнения путевых листов на основе унифицированных форм и по собственной форме. Подробнее в материале https://vip.1gl.ru/#/document/86/633195/actual/
Добрый день, подскажите пожалуйста, материальная помощь какими взносами и налогами облагается?	3551719	11	505749	Материальная помощь облагается:взносами на обязательное пенсионное, социальное, медицинское страхование (ст. 420 НК);взносами на страхование от несчастных случаев и профзаболеваний (п. 1 ст. 20.1 Закона от 24.07.1998 № 125-ФЗ).Из этого правила есть исключения, они перечислены в статье 422 НК и пункте 1 статьи 20.2 Закона от 24.07.1998 № 125-ФЗ. Далее читайте https://vip.1gl.ru/#/document/86/554547/actual/
Добрый день! Подскажите, пожалуйста, предприятие на УСН налог на землю платит?	5484540	11	0	
то есть РСВ (если период год) подавать правопреемнику за год нужно?	2658445	11	0	
Добрый день. вопрос как удерживаются алименты с больничного который перечисляет ФСС?	3198921	11	497864	С пособий по временной нетрудоспособности удерживать деньги можно по любым исполнительным документам. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535683/actual/
Здравствуйте! Нужно ли сдавать нулевые уведомления по страховым взносам и НДФЛ?	3025432	11	0	
Какой период ставить в уведомлении если ндфл был отправлен 28.07.2023г. август?	1796716	11	552427	В каждом месяце свой перечень налогов и взносов, по которым нужно сдать уведомление. Далее см. https://vip.1gl.ru/#/document/16/139905/actual/
Доброго дня, по договору ГПХ страховые взносы платятся в каком размере?	402882	11	0	
Добрый день! Как отразить в бухгалтерском учете суточные, начисленные сверх нормы	18003452	11	0	
Добрый день. Как произвести расчет компенсации за несвоевременную выплату заработной платы?	5962500	11	0	
Здравствуйте!Надо ли отправлять уведомление при УСН(15%) за полугодие 2023,если аванса нет?	12347403	11	0	
Можно ли с обеспечительного платежа ОСНО (ООО) не платить авансовый НДС?	20437863	11	0	
Включается ли в расходы по ЕСХН сумма уплаченного в бюджет НДС?	915927	11	0	
И такой вопрос, отдали на благотворительность продукцию, нужно ли начислять НДС	423857	11	0	
Добрый день, я задавала вопрос по услугам фитнес центра, ответа нет	20188864	11	498599	Компенсацию расходов сотрудников на занятия спортом в клубах или секциях не учитывайте при расчете налога на прибыль. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/537327/actual/
Добрый день! Мы импортеры шин, надо ли нам платить экологический сбор	18317419	11	0	
При выставлении контрагентом исправительной счет-фактуры надо ли предоставляться исправительную накладную (ТОРГ-12)?	8785292	11	530462	Порядок исправления книги покупок зависит от того, когда и за какой период исправляете документ – за текущий квартал или за прошлые периоды (п. 4 и 9 Правил ведения книги покупок, п. 2–6 Правил заполнения дополнительного листа книги покупок, утвердил постановлением Правительства от 26.12.2011 № 1137). Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/345770/actual/
Добрый день. На какой срок может учредитель дать организации беспроцентный займ?	215377	11	0	
добрый день. Подскажите пожалуйста новые реквизиты для перечисления Единого налогового платежа	7594240	11	0	
Добрый день. Нужно ли удерживать алименты с аванса в 2023 году?	10899032	11	497858	С 2023 года алименты и другие долги по исполнительным листам удерживайте при каждой выплате зарплаты или иного дохода. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535670/actual/
Как применять правильно вычет по ндс в течении трёх летнего срока	19109740	11	519295	Принять НДС к вычету можно в квартале, в котором поставили на учет товары, работы или услуги и выполнили обязательные условия для вычета. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/133207/actual/
Добрый день. Не могу понять ,обязательно ли самозанятому автоперевозчику быть ИП?	4499177	11	0	
Здравствуйте. Подскажите, пожалуйста, какой размер компенсации на автомобиль можно выделить сотруднику.	566931	11	513054	Размер компенсации за использование личного автомобиля официально не установлен. Далее читайте https://vip.1gl.ru/#/document/86/567793/actual/
добрый день! подскажите пож-та что можно оплачивать с корпоративной карты ООО?	19644448	11	532333	Карта может быть дебетовой или кредитной (п. 1.5 положения ЦБ от 24.12.2004 № 266-П). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/599738/actual/
Какие документы должен предоставить самозанятый при заключении договора с ним?	18647111	10	0	
Здравствуйте. Скажите пожалуйста какой код окз установить менеджеру по снабжению.	20463506	10	563602	Код выполняемой функции укажите в сведениях о трудовой деятельности отчета ЕФС-1. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/135218/actual/
До какой даты действует статус налогоплательщика 02 в платежных поручениях?	756526	10	0	
Добрый, как правильно отразить в учете санаторные путевки, по сч.50.3?	9198755	10	0	
Как правильно оприходовать пожертвование в виде основного средства? Бухгалтерские проводки	19379206	10	0	
подскажите пожалуйста а/м штрафы ГИБДД не учитываются для уменьшения налогообложения?	600232	10	0	
если аннулировали реализации, и нарушили нумерацию счет фактур, какие последствия?	3006822	10	439694	Специальных правил нумерации счетов-фактур в НК нет. Далее см. https://vip.1gl.ru/#/document/86/118730/actual/
как составить и сдать уведомление по енп с 1 октября	9317806	10	0	
Добрый день. Шаблон приказа на проведение текущего ремонта арендованного имущества	6630538	10	0	
Добрый день. к какой амортизационной группе отнести оборудование для производства	3389895	10	0	
Добрый день! Как выплатить дивиденды за 2022 год в текущем?	2248842	10	0	
как составить и сдать уведомление по енп с 01 октября	188266	10	0	
Добрый вечер. Если ИП на ОСН. как заполнить 3 ндфл?	242780	10	0	
Добрый день. Сроки сдачи отчетности при реорганизации в форме присоединения	10899032	10	524750	До даты завершения присоединения предшественник составляет заключительную отчетность. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/587204/actual/
При покупке авиабилетов самозанятым Юр.лицо (сторона договора) должно удерживать НДФЛ?	4451331	10	0	
Как составить и сдать уведомление по ЕНП с 01.10.23 г.?	10925874	10	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/
как составить и сдать уведомление по ЕНП с 1 октября	3857040	10	0	
Добрый день. Подскажите проводки вклада в имущество от другой организации	1575741	10	0	
